,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
598,"Boston, MA (Metropolitan Area)","Cincinnati, OH","['(42.358894', ' -71.056742)']","['(39.104427', ' -84.513808)']",752,300.74,$259.82 ,AA,0.39992021276595746,514,752,337.84,$256.65 ,AA,0.4492553191489361,448,-0.10981529718209791,-0.10981529718209794
599,"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)","['(42.673348', ' -72.179683)']","['(37.8606', ' -78.804199)']",595,168.25,$161.10 ,WN,0.2827731092436975,601,595,170.8,$170.00 ,WN,0.2870588235294118,539,-0.014929742388758958,-0.014929742388758847
600,"Miami, FL (Metropolitan Area)","San Diego, CA","['(44.977479', ' -93.264346)']","['(32.71576', ' -117.163817)']",2269,246.26,$196.41 ,B6,0.10853239312472454,739,2269,266.26,$238.25 ,B6,0.11734684883208461,565,-0.07511454968827463,-0.07511454968827462
601,"New Orleans, LA","Seattle, WA","['(29.950621', ' -90.074948)']","['(47.603229', ' -122.33028)']",2086,251.39,$219.25 ,WN,0.12051294343240651,482,2086,260.64,$223.37 ,WN,0.12494726749760306,472,-0.03548956414978513,-0.035489564149785144
602,"Austin, TX","Phoenix, AZ","['(30.264979', ' -97.746598)']","['(30.406931', ' -87.217578)']",872,233.62,$227.71 ,WN,0.26791284403669724,678,872,242.24,$235.90 ,WN,0.2777981651376147,639,-0.035584544253632805,-0.03558454425363278
603,"Boston, MA (Metropolitan Area)","New Orleans, LA","['(42.358894', ' -71.056742)']","['(29.950621', ' -90.074948)']",1371,225.78,$181.78 ,UA,0.16468271334792123,837,1371,257.16,$234.22 ,UA,0.18757111597374182,775,-0.1220251983201121,-0.12202519832011208
604,"Dallas/Fort Worth, TX","Nashville, TN","['(40.11086', ' -77.035636)']","['(36.166687', ' -86.779932)']",631,220.27,$217.36 ,AA,0.349080824088748,1196,631,208.99,$203.31 ,AA,0.3312044374009509,1166,0.05397387434805484,0.05397387434805494
605,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL","['(42.358894', ' -71.056742)']","['(27.336483', ' -82.538602)']",1240,265.71,$245.97 ,DL,0.21428225806451612,191,1240,245.08,$214.93 ,DL,0.19764516129032259,207,0.08417659539742117,0.08417659539742112
606,"Austin, TX","San Francisco, CA (Metropolitan Area)","['(30.264979', ' -97.746598)']","['(37.78008', ' -122.420168)']",1504,271.45,$261.72 ,VX,0.18048537234042553,1976,1504,260.94,$246.52 ,VX,0.17349734042553192,1964,0.040277458419560014,0.04027745841956002
607,"Los Angeles, CA (Metropolitan Area)","Medford, OR","['(34.052238', ' -118.243344)']","['(42.064492', ' -87.93678)']",659,156.75,$87.86 ,G4,0.23786039453717756,311,659,143.99,$81.69 ,G4,0.21849772382397573,285,0.08861726508785336,0.08861726508785325
608,"Denver, CO","San Francisco, CA (Metropolitan Area)","['(39.738453', ' -104.984853)']","['(37.78008', ' -122.420168)']",967,176.12,$181.54 ,WN,0.18213029989658738,4466,967,182.49,$94.34 ,WN,0.18871768355739402,4422,-0.03490602224779448,-0.034906022247794426
609,"Orlando, FL","Seattle, WA","['(28.538331', ' -81.378879)']","['(47.603229', ' -122.33028)']",2554,283.43,$229.58 ,UA,0.11097494126859828,993,2554,277.53,$263.04 ,UA,0.10866483946750195,868,0.021258962994991568,0.021258962994991658
610,"Fort Myers, FL","Pittsburgh, PA","['(40.253979', ' -103.801495)']","['(40.442169', ' -79.994945)']",966,191.99,$187.54 ,WN,0.19874741200828158,347,966,167.83,$161.59 ,WN,0.17373706004140788,362,0.14395519275457308,0.14395519275457305
611,"Indianapolis, IN","Tampa, FL (Metropolitan Area)","['(39.76845', ' -86.156212)']","['(37.8606', ' -78.804199)']",840,159.57,$88.41 ,G4,0.1899642857142857,863,840,159.95,$84.84 ,G4,0.19041666666666665,851,-0.002375742419506105,-0.0023757424195060676
612,"Dallas/Fort Worth, TX","Raleigh/Durham, NC","['(40.11086', ' -77.035636)']","['(42.673348', ' -72.179683)']",1061,213.62,$183.12 ,WN,0.20133836003770028,911,1061,242.18,$194.47 ,WN,0.22825636192271442,804,-0.117928813279379,-0.11792881327937899
613,"Dallas/Fort Worth, TX","Seattle, WA","['(40.11086', ' -77.035636)']","['(47.603229', ' -122.33028)']",1670,226.89,$206.16 ,AS,0.1358622754491018,1750,1670,212.41,$192.81 ,AS,0.12719161676646706,1670,0.06817004849112561,0.06817004849112561
614,"Detroit, MI","Houston, TX","['(42.332916', ' -83.047853)']","['(29.760803', ' -95.369506)']",1092,247.67,$109.50 ,NK,0.2268040293040293,785,1092,242.35,$118.31 ,NK,0.22193223443223442,858,0.02195172271508149,0.021951722715081466
615,"Omaha, NE","Orlando, FL","['(46.07035', ' -93.666319)']","['(28.538331', ' -81.378879)']",1211,210.08,$211.09 ,WN,0.173476465730801,332,1211,206.32,$196.41 ,WN,0.1703715937241949,328,0.01822411787514542,0.0182241178751455
616,"Las Vegas, NV","Louisville, KY","['(36.169202', ' -115.140597)']","['(38.256078', ' -85.751569)']",1624,272.31,$257.94 ,WN,0.16767857142857143,227,1624,266.77,$251.78 ,WN,0.16426724137931034,248,0.020766952805787768,0.020766952805787834
617,"Detroit, MI","Seattle, WA","['(42.332916', ' -83.047853)']","['(47.603229', ' -122.33028)']",1927,277.85,$142.87 ,NK,0.14418785677218476,821,1927,265.78,$229.95 ,NK,0.13792423456149452,760,0.04541349988712504,0.045413499887124884
618,"Charlotte, NC","Phoenix, AZ","['(35.222936', ' -80.840161)']","['(30.406931', ' -87.217578)']",1773,322.62,$228.53 ,DL,0.18196277495769883,522,1773,326.2,$227.38 ,DL,0.18398195149464183,485,-0.010974862047823244,-0.010974862047823372
619,"Atlanta, GA (Metropolitan Area)","Sacramento, CA","['(33.748547', ' -84.391502)']","['(38.582087', ' -121.50012)']",2092,327.14,$277.43 ,WN,0.15637667304015296,386,2092,295.66,$237.35 ,WN,0.14132887189292545,369,0.10647365216803065,0.1064736521680307
620,"Pensacola, FL","Washington, DC (Metropolitan Area)","['(30.406931', ' -87.217578)']","['(38.892062', ' -77.019912)']",846,248.29,$219.83 ,WN,0.2934869976359338,308,846,255.06,$229.96 ,WN,0.30148936170212765,246,-0.026542774249196318,-0.026542774249196308
621,"New York City, NY (Metropolitan Area)","Pittsburgh, PA","['(40.123164', ' -75.333718)']","['(40.442169', ' -79.994945)']",375,308.14,$286.74 ,DL,0.8217066666666666,1134,375,303.38,$277.51 ,DL,0.8090133333333334,1144,0.015689893862482557,0.015689893862482665
622,"Denver, CO","Hartford, CT","['(39.738453', ' -104.984853)']","['(41.765775', ' -72.673356)']",1671,282.96,$269.15 ,WN,0.16933572710951525,364,1671,273.42,$263.91 ,WN,0.1636265709156194,364,0.034891375905200576,0.03489137590520065
623,"Boston, MA (Metropolitan Area)","Houston, TX","['(42.358894', ' -71.056742)']","['(29.760803', ' -95.369506)']",1609,218.09,$155.15 ,B6,0.13554381603480423,1710,1609,218.65,$144.10 ,B6,0.13589185829707892,1693,-0.0025611708209466455,-0.0025611708209467288
624,"Detroit, MI","New York City, NY (Metropolitan Area)","['(42.332916', ' -83.047853)']","['(40.123164', ' -75.333718)']",540,204.73,$87.52 ,NK,0.3791296296296296,3101,540,212.97,$90.48 ,NK,0.3943888888888889,2893,-0.03869089543128152,-0.038690895431281444
625,"Jacksonville, FL","San Francisco, CA (Metropolitan Area)","['(30.325968', ' -81.65676)']","['(37.78008', ' -122.420168)']",2366,338.0,$305.09 ,WN,0.14285714285714285,220,2366,313.26,$295.45 ,WN,0.13240067624683008,268,0.07897593053693423,0.0789759305369342
626,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL","['(33.748547', ' -84.391502)']","['(40.253979', ' -103.801495)']",515,194.26,$175.38 ,WN,0.3772038834951456,473,515,153.36,$127.13 ,WN,0.29778640776699034,524,0.26669274908711504,0.2666927490871151
627,"Philadelphia, PA","Portland, OR","['(39.951061', ' -75.16562)']","['(45.516018', ' -122.681425)']",2406,292.27,$234.78 ,AS,0.12147547797173731,358,2406,301.55,$279.16 ,AS,0.12533250207813798,316,-0.030774332614823426,-0.03077433261482351
628,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)","['(42.358894', ' -71.056742)']","['(37.78008', ' -122.420168)']",2704,343.01,$343.17 ,VX,0.12685281065088758,4192,2704,345.67,$325.17 ,VX,0.12783653846153847,4136,-0.00769520062487351,-0.007695200624873506
629,"Las Vegas, NV","New Orleans, LA","['(36.169202', ' -115.140597)']","['(29.950621', ' -90.074948)']",1500,198.14,$103.79 ,NK,0.1320933333333333,632,1500,189.97,$92.97 ,NK,0.12664666666666666,617,0.04300679054587558,0.0430067905458756
630,"Atlanta, GA (Metropolitan Area)","Buffalo, NY","['(33.748547', ' -84.391502)']","['(39.945422', ' -78.64671)']",712,187.86,$137.93 ,B6,0.2638483146067416,434,712,226.3,$178.23 ,B6,0.3178370786516854,368,-0.16986301369863022,-0.1698630136986301
631,"Memphis, TN","New York City, NY (Metropolitan Area)","['(35.143378', ' -90.052136)']","['(40.123164', ' -75.333718)']",1002,293.35,$273.59 ,AA,0.2927644710578843,598,1002,270.46,$247.51 ,AA,0.2699201596806387,632,0.08463358722177057,0.08463358722177049
632,"Nashville, TN","San Diego, CA","['(36.166687', ' -86.779932)']","['(32.71576', ' -117.163817)']",1751,293.29,$167.89 ,F9,0.16749857224443176,381,1751,276.78,$275.69 ,F9,0.15806967447173043,343,0.059650263747380756,0.05965026374738077
633,"Austin, TX","El Paso, TX","['(30.264979', ' -97.746598)']","['(31.76006', ' -106.492257)']",528,218.61,$217.17 ,WN,0.41403409090909093,316,528,208.89,$207.47 ,WN,0.39562499999999995,316,0.046531667384748156,0.046531667384748086
634,"Minneapolis/St. Paul, MN","Portland, OR","['(44.977479', ' -93.264346)']","['(45.516018', ' -122.681425)']",1426,237.24,$184.70 ,SY,0.16636746143057504,694,1426,232.97,$209.73 ,SY,0.16337307152875175,662,0.018328540155384904,0.01832854015538486
635,"Miami, FL (Metropolitan Area)","Philadelphia, PA","['(44.977479', ' -93.264346)']","['(39.951061', ' -75.16562)']",1013,170.72,$157.88 ,B6,0.16852912142152024,2818,1013,143.23,$129.29 ,B6,0.1413919052319842,3026,0.19192906513998476,0.19192906513998473
636,"Chicago, IL","Wichita, KS","['(41.775002', ' -87.696388)']","['(39.960481', ' -75.605214)']",589,236.85,$196.26 ,WN,0.40212224108658745,187,589,202.22,$169.39 ,WN,0.3433276740237691,221,0.17124913460587474,0.17124913460587476
637,"Chicago, IL","Seattle, WA","['(41.775002', ' -87.696388)']","['(47.603229', ' -122.33028)']",1733,266.08,$253.78 ,AS,0.15353721869590306,2182,1733,213.0,$191.72 ,AS,0.12290825158684363,2280,0.24920187793427231,0.24920187793427223
638,"Charlotte, NC","Philadelphia, PA","['(35.222936', ' -80.840161)']","['(39.951061', ' -75.16562)']",449,226.28,$81.41 ,F9,0.5039643652561248,855,449,231.05,$79.88 ,F9,0.5145879732739421,774,-0.020644882060160123,-0.020644882060160182
639,"Birmingham, AL","Dallas/Fort Worth, TX","['(33.522859', ' -86.807705)']","['(40.11086', ' -77.035636)']",597,250.16,$227.39 ,WN,0.4190284757118928,383,597,242.65,$228.08 ,WN,0.4064489112227806,386,0.030949927879661953,0.030949927879662026
640,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL","['(40.11086', ' -77.035636)']","['(33.90976', ' -98.500854)']",1102,276.04,$269.53 ,AA,0.2504900181488203,206,1102,211.93,$206.20 ,AA,0.19231397459165156,229,0.3025055442834897,0.3025055442834899
641,"Dallas/Fort Worth, TX","Phoenix, AZ","['(40.11086', ' -77.035636)']","['(30.406931', ' -87.217578)']",879,180.87,$162.64 ,WN,0.2057679180887372,2249,879,156.45,$153.53 ,WN,0.17798634812286687,2284,0.15608820709491866,0.1560882070949186
642,"Cincinnati, OH","Denver, CO","['(39.104427', ' -84.513808)']","['(39.738453', ' -104.984853)']",1069,154.6,$99.60 ,F9,0.14462114125350795,638,1069,185.04,$111.91 ,F9,0.17309635173058932,483,-0.16450497189796798,-0.164504971897968
643,"Columbus, OH","Nashville, TN","['(39.962649', ' -82.996216)']","['(36.166687', ' -86.779932)']",337,213.6,$206.86 ,WN,0.6338278931750742,194,337,175.24,$166.81 ,WN,0.52,208,0.21889979456745026,0.21889979456745026
644,"Buffalo, NY","Tampa, FL (Metropolitan Area)","['(39.945422', ' -78.64671)']","['(37.8606', ' -78.804199)']",1053,194.23,$192.09 ,WN,0.18445394112060778,443,1053,157.63,$151.41 ,WN,0.14969610636277303,485,0.23218930406648478,0.23218930406648478
645,"Columbus, OH","Seattle, WA","['(39.962649', ' -82.996216)']","['(47.603229', ' -122.33028)']",2016,308.08,$272.12 ,WN,0.1528174603174603,241,2016,294.05,$257.73 ,WN,0.14585813492063493,224,0.04771297398401611,0.04771297398401623
646,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)","['(41.505546', ' -81.6915)']","['(38.892062', ' -77.019912)']",314,219.9,$181.92 ,AA,0.7003184713375796,577,314,225.85,$167.39 ,AA,0.7192675159235669,724,-0.02634491919415537,-0.026344919194155363
647,"Columbus, OH","Las Vegas, NV","['(39.962649', ' -82.996216)']","['(36.169202', ' -115.140597)']",1771,191.21,$104.05 ,F9,0.10796725014116319,693,1771,225.04,$109.87 ,F9,0.12706945228684358,545,-0.15032883043014558,-0.1503288304301457
648,"Detroit, MI","Myrtle Beach, SC","['(42.332916', ' -83.047853)']","['(33.68785', ' -78.883852)']",636,127.19,$86.91 ,NK,0.19998427672955973,281,636,119.77,$81.75 ,NK,0.18831761006289308,275,0.06195207481005256,0.06195207481005262
649,"Atlanta, GA (Metropolitan Area)","Las Vegas, NV","['(33.748547', ' -84.391502)']","['(36.169202', ' -115.140597)']",1747,219.51,$114.35 ,F9,0.125649685174585,2184,1747,195.16,$98.95 ,F9,0.11171150543789353,2273,0.12476941996310716,0.12476941996310717
650,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV","['(41.505546', ' -81.6915)']","['(36.169202', ' -115.140597)']",1846,161.55,$93.82 ,NK,0.08751354279523295,1037,1846,167.95,$105.39 ,NK,0.09098049837486456,1107,-0.03810657933908878,-0.038106579339088884
651,"St. Louis, MO","Washington, DC (Metropolitan Area)","['(38.630276', ' -90.200309)']","['(38.892062', ' -77.019912)']",738,232.02,$220.48 ,AA,0.314390243902439,1333,738,217.39,$211.92 ,AA,0.29456639566395665,1469,0.06729840379042272,0.06729840379042286
652,"Columbus, OH","Los Angeles, CA (Metropolitan Area)","['(39.962649', ' -82.996216)']","['(34.052238', ' -118.243344)']",1995,295.78,$263.23 ,WN,0.14826065162907268,742,1995,272.92,$260.79 ,WN,0.13680200501253134,728,0.08376080902828653,0.08376080902828652
653,"Charleston, SC","Houston, TX","['(32.77647', ' -79.931027)']","['(29.760803', ' -95.369506)']",928,228.43,$198.39 ,WN,0.2461530172413793,230,928,237.69,$219.21 ,WN,0.25613146551724136,216,-0.038958307038579616,-0.03895830703857962
654,"Nashville, TN","San Francisco, CA (Metropolitan Area)","['(36.166687', ' -86.779932)']","['(37.78008', ' -122.420168)']",1969,301.24,$279.11 ,WN,0.15299136617572373,763,1969,299.03,$279.34 ,WN,0.15186896901980698,700,0.0073905628197842325,0.00739056281978409
655,"Nashville, TN","Seattle, WA","['(36.166687', ' -86.779932)']","['(47.603229', ' -122.33028)']",1978,278.93,$238.81 ,UA,0.14101617795753285,530,1978,249.79,$239.68 ,UA,0.1262841253791709,493,0.11665799271387951,0.11665799271387972
656,"Orlando, FL","Sacramento, CA","['(28.538331', ' -81.378879)']","['(38.582087', ' -121.50012)']",2408,303.28,$285.92 ,UA,0.1259468438538206,277,2408,278.32,$268.51 ,UA,0.11558139534883721,294,0.08968094279965506,0.08968094279965501
657,"Jacksonville, FL","Washington, DC (Metropolitan Area)","['(30.325968', ' -81.65676)']","['(38.892062', ' -77.019912)']",663,190.14,$150.11 ,B6,0.2867873303167421,1255,663,170.56,$126.67 ,B6,0.2572549019607843,1247,0.11479831144465288,0.11479831144465281
658,"Atlanta, GA (Metropolitan Area)","Orlando, FL","['(33.748547', ' -84.391502)']","['(28.538331', ' -81.378879)']",404,145.94,$115.01 ,WN,0.3612376237623762,2201,404,145.96,$118.06 ,WN,0.36128712871287133,2001,-0.0001370238421486876,-0.00013702384214860395
659,"Cleveland, OH (Metropolitan Area)","New Orleans, LA","['(41.505546', ' -81.6915)']","['(29.950621', ' -90.074948)']",917,201.97,$80.39 ,G4,0.22025081788440568,218,917,226.81,$231.70 ,G4,0.24733914940021812,188,-0.10951898064459242,-0.10951898064459241
660,"New York City, NY (Metropolitan Area)","Sacramento, CA","['(40.123164', ' -75.333718)']","['(38.582087', ' -121.50012)']",2553,305.84,$265.51 ,B6,0.11979631805718761,678,2553,281.52,$256.80 ,B6,0.11027027027027027,633,0.08638817845978966,0.08638817845978969
661,"Omaha, NE","Washington, DC (Metropolitan Area)","['(46.07035', ' -93.666319)']","['(38.892062', ' -77.019912)']",1025,219.62,$202.54 ,WN,0.21426341463414636,604,1025,197.71,$179.34 ,WN,0.1928878048780488,646,0.11081887613170806,0.11081887613170803
662,"Phoenix, AZ","Seattle, WA","['(30.406931', ' -87.217578)']","['(47.603229', ' -122.33028)']",1107,155.41,$149.47 ,WN,0.1403884372177055,2955,1107,181.11,$174.21 ,WN,0.16360433604336044,2286,-0.1419027110595772,-0.14190271105957714
663,"Los Angeles, CA (Metropolitan Area)","Spokane, WA","['(34.052238', ' -118.243344)']","['(47.658999', ' -117.425022)']",962,192.82,$187.43 ,AS,0.20043659043659043,662,962,178.05,$171.42 ,AS,0.1850831600831601,661,0.08295422634091541,0.08295422634091537
664,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN","['(42.358894', ' -71.056742)']","['(44.977479', ' -93.264346)']",1124,261.34,$194.10 ,SY,0.232508896797153,1487,1124,234.21,$153.26 ,SY,0.20837188612099644,1545,0.11583621536228161,0.11583621536228157
665,"Denver, CO","Sacramento, CA","['(39.738453', ' -104.984853)']","['(38.582087', ' -121.50012)']",909,231.36,$227.88 ,WN,0.25452145214521454,729,909,233.08,$236.46 ,WN,0.2564136413641364,713,-0.0073794405354383865,-0.007379440535438471
666,"Orlando, FL","Syracuse, NY","['(28.538331', ' -81.378879)']","['(43.047945', ' -76.147448)']",1053,222.51,$214.11 ,DL,0.2113105413105413,295,1053,203.34,$177.02 ,DL,0.1931054131054131,344,0.09427559752139275,0.09427559752139268
667,"Burlington, VT","Washington, DC (Metropolitan Area)","['(44.475949', ' -73.212481)']","['(38.892062', ' -77.019912)']",441,183.98,$180.59 ,AA,0.41718820861678,290,441,208.13,$206.32 ,AA,0.4719501133786848,273,-0.11603324845048774,-0.11603324845048771
668,"Chicago, IL","Pittsburgh, PA","['(41.775002', ' -87.696388)']","['(40.442169', ' -79.994945)']",413,206.65,$186.79 ,WN,0.500363196125908,1066,413,191.71,$168.20 ,WN,0.46418886198547216,1132,0.07793020708361581,0.07793020708361587
669,"Atlanta, GA (Metropolitan Area)","Jacksonville, FL","['(33.748547', ' -84.391502)']","['(30.325968', ' -81.65676)']",270,215.49,$177.46 ,WN,0.7981111111111111,546,270,190.73,$140.15 ,WN,0.7064074074074074,598,0.12981701882241917,0.12981701882241922
670,"Atlanta, GA (Metropolitan Area)","Oklahoma City, OK","['(33.748547', ' -84.391502)']","['(35.468494', ' -97.521264)']",761,243.66,$224.28 ,WN,0.32018396846254926,285,761,207.66,$156.49 ,WN,0.2728777923784494,328,0.17336030049118753,0.17336030049118753
671,"Charlotte, NC","Las Vegas, NV","['(35.222936', ' -80.840161)']","['(36.169202', ' -115.140597)']",1916,287.01,$235.11 ,DL,0.1497964509394572,680,1916,272.1,$231.27 ,DL,0.14201461377870564,599,0.0547960308710033,0.05479603087100319
672,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)","['(37.78008', ' -122.420168)']","['(37.8606', ' -78.804199)']",2393,305.97,$271.50 ,WN,0.12786042624320937,658,2393,299.18,$282.46 ,WN,0.12502298370246553,597,0.022695367337388844,0.02269536733738893
673,"Orlando, FL","Phoenix, AZ","['(28.538331', ' -81.378879)']","['(30.406931', ' -87.217578)']",1849,278.78,$290.27 ,WN,0.15077339102217413,787,1849,263.52,$263.55 ,WN,0.14252028123309896,748,0.0579083181542198,0.05790831815421976
674,"Jacksonville, FL","Nashville, TN","['(30.325968', ' -81.65676)']","['(36.166687', ' -86.779932)']",483,193.43,$186.19 ,WN,0.4004761904761905,336,483,191.71,$187.30 ,WN,0.39691511387163564,329,0.008971884617390803,0.008971884617390844
675,"Raleigh/Durham, NC","San Diego, CA","['(42.673348', ' -72.179683)']","['(32.71576', ' -117.163817)']",2193,306.9,$282.45 ,UA,0.13994528043775648,308,2193,266.06,$240.55 ,UA,0.12132238942088464,301,0.15349921070435218,0.1534992107043523
676,"Milwaukee, WI","Washington, DC (Metropolitan Area)","['(43.041072', ' -87.909421)']","['(38.892062', ' -77.019912)']",641,196.7,$188.58 ,WN,0.3068642745709828,893,641,176.53,$166.77 ,WN,0.2753978159126365,946,0.11425819973942092,0.11425819973942099
