,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
495,"New Orleans, LA","Tampa, FL (Metropolitan Area)","['(29.950621', ' -90.074948)']","['(37.8606', ' -78.804199)']",488,180.92,$65.43 ,G4,0.37073770491803276,459,488,193.83,$70.95 ,G4,0.3971926229508197,430,-0.06660475674560193,-0.06660475674560194
496,"New York City, NY (Metropolitan Area)","Orlando, FL","['(40.123164', ' -75.333718)']","['(28.538331', ' -81.378879)']",989,161.78,$160.14 ,WN,0.1635793731041456,11317,989,165.39,$155.10 ,WN,0.16722952477249745,10717,-0.02182719632384042,-0.02182719632384053
497,"Minneapolis/St. Paul, MN","Philadelphia, PA","['(44.977479', ' -93.264346)']","['(39.951061', ' -75.16562)']",980,219.74,$230.12 ,DL,0.22422448979591839,867,980,206.89,$199.64 ,DL,0.21111224489795916,899,0.06211030015950528,0.062110300159505166
498,"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX","['(42.358894', ' -71.056742)']","['(40.11086', ' -77.035636)']",1562,231.25,$183.78 ,B6,0.1480473751600512,2203,1562,197.57,$151.91 ,B6,0.1264852752880922,2218,0.17047122538846973,0.17047122538846995
499,"Dallas/Fort Worth, TX","Indianapolis, IN","['(40.11086', ' -77.035636)']","['(39.76845', ' -86.156212)']",761,259.86,$216.78 ,WN,0.34147174770039423,683,761,243.36,$201.87 ,WN,0.31978975032851514,721,0.06780078895463505,0.06780078895463511
500,"Albuquerque, NM","San Diego, CA","['(35.084248', ' -106.649241)']","['(32.71576', ' -117.163817)']",628,168.9,$164.83 ,WN,0.2689490445859873,380,628,172.08,$167.22 ,WN,0.2740127388535032,349,-0.01847977684797762,-0.018479776847977723
501,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)","['(39.104427', ' -84.513808)']","['(34.052238', ' -118.243344)']",1900,236.75,$124.25 ,F9,0.12460526315789473,852,1900,296.23,$124.03 ,F9,0.15591052631578947,624,-0.20078992674610946,-0.2007899267461095
502,"Bellingham, WA","Las Vegas, NV","['(41.698264', ' -88.077915)']","['(36.169202', ' -115.140597)']",954,101.65,$92.67 ,G4,0.10655136268343816,645,954,94.03,$79.67 ,G4,0.09856394129979036,556,0.08103796660640225,0.08103796660640226
503,"New York City, NY (Metropolitan Area)","Savannah, GA","['(40.123164', ' -75.333718)']","['(40.115007', ' -111.654713)']",756,165.52,$148.45 ,B6,0.21894179894179897,1216,756,166.09,$144.93 ,B6,0.2196957671957672,1113,-0.0034318742850260775,-0.0034318742850261495
504,"Louisville, KY","Washington, DC (Metropolitan Area)","['(38.256078', ' -85.751569)']","['(38.892062', ' -77.019912)']",495,209.12,$193.69 ,WN,0.4224646464646465,629,495,205.58,$182.36 ,WN,0.41531313131313136,663,0.017219573888510503,0.017219573888510517
505,"Houston, TX","Jacksonville, FL","['(29.760803', ' -95.369506)']","['(30.325968', ' -81.65676)']",817,281.15,$243.45 ,WN,0.344124847001224,252,817,242.32,$208.85 ,WN,0.2965973072215422,279,0.16024265434136684,0.16024265434136672
506,"New York City, NY (Metropolitan Area)","Wilmington, NC","['(40.123164', ' -75.333718)']","['(39.744432', ' -75.5451)']",540,239.77,$239.27 ,AA,0.44401851851851853,194,540,242.9,$244.13 ,AA,0.44981481481481483,193,-0.012885961300946897,-0.012885961300946873
507,"Detroit, MI","Raleigh/Durham, NC","['(42.332916', ' -83.047853)']","['(42.673348', ' -72.179683)']",501,255.12,$217.56 ,WN,0.5092215568862275,381,501,266.18,$197.36 ,WN,0.5312974051896208,335,-0.041550830265234144,-0.04155083026523406
508,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)","['(44.977479', ' -93.264346)']","['(38.892062', ' -77.019912)']",936,199.59,$156.41 ,WN,0.2132371794871795,2267,936,189.76,$123.00 ,WN,0.20273504273504273,2335,0.051802276559865156,0.05180227655986516
509,"Omaha, NE","Phoenix, AZ","['(46.07035', ' -93.666319)']","['(30.406931', ' -87.217578)']",1037,204.47,$201.17 ,WN,0.19717454194792672,520,1037,201.22,$191.98 ,WN,0.19404050144648022,502,0.01615147599642193,0.016151475996421825
510,"Memphis, TN","Miami, FL (Metropolitan Area)","['(35.143378', ' -90.052136)']","['(44.977479', ' -93.264346)']",859,206.86,$85.85 ,G4,0.24081490104772993,294,859,206.67,$92.98 ,G4,0.24059371362048892,273,0.0009193400106450989,0.0009193400106451161
511,"Seattle, WA","Washington, DC (Metropolitan Area)","['(47.603229', ' -122.33028)']","['(38.892062', ' -77.019912)']",2335,314.95,$276.00 ,WN,0.13488222698072805,2223,2335,302.15,$247.24 ,WN,0.12940042826552461,2181,0.04236306470296217,0.042363064702962146
512,"Dallas/Fort Worth, TX","Las Vegas, NV","['(40.11086', ' -77.035636)']","['(36.169202', ' -115.140597)']",1067,172.9,$87.78 ,NK,0.1620431115276476,2937,1067,150.64,$146.75 ,NK,0.1411808809746954,3057,0.14776951672862468,0.14776951672862468
513,"Fayetteville, AR","Los Angeles, CA (Metropolitan Area)","['(36.061928', ' -94.160583)']","['(34.052238', ' -118.243344)']",1371,358.22,$132.11 ,G4,0.26128373450036474,190,1371,333.42,$142.95 ,G4,0.24319474835886215,192,0.07438066102813283,0.07438066102813272
514,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)","['(35.222936', ' -80.840161)']","['(34.052238', ' -118.243344)']",2125,354.78,$294.45 ,DL,0.16695529411764704,996,2125,326.42,$252.46 ,DL,0.15360941176470588,1012,0.0868819312542122,0.08688193125421223
515,"Atlanta, GA (Metropolitan Area)","St. Louis, MO","['(33.748547', ' -84.391502)']","['(38.630276', ' -90.200309)']",484,165.14,$153.64 ,WN,0.341198347107438,976,484,180.72,$155.77 ,WN,0.3733884297520661,954,-0.08621071270473657,-0.08621071270473668
516,"Houston, TX","Memphis, TN","['(29.760803', ' -95.369506)']","['(35.143378', ' -90.052136)']",484,214.75,$188.83 ,WN,0.443698347107438,345,484,206.9,$181.57 ,WN,0.42747933884297523,377,0.03794103431609462,0.037941034316094704
517,"Phoenix, AZ","Tampa, FL (Metropolitan Area)","['(30.406931', ' -87.217578)']","['(37.8606', ' -78.804199)']",1788,295.51,$285.86 ,WN,0.16527404921700223,478,1788,280.2,$269.95 ,WN,0.15671140939597314,452,0.05463954318344044,0.05463954318344041
518,"Atlantic City, NJ","Fort Myers, FL","['(33.748547', ' -84.391502)']","['(40.253979', ' -103.801495)']",982,104.35,$104.35 ,NK,0.10626272912423625,235,982,104.02,$104.02 ,NK,0.10592668024439918,198,0.0031724668333013126,0.003172466833301272
519,"Charlotte, NC","Tampa, FL (Metropolitan Area)","['(35.222936', ' -80.840161)']","['(37.8606', ' -78.804199)']",507,276.6,$226.07 ,WN,0.5455621301775149,433,507,277.17,$219.93 ,WN,0.5466863905325444,403,-0.0020564996211710554,-0.002056499621171098
520,"Dallas/Fort Worth, TX","St. Louis, MO","['(40.11086', ' -77.035636)']","['(38.630276', ' -90.200309)']",550,204.08,$196.86 ,WN,0.37105454545454547,1202,550,194.88,$188.98 ,WN,0.3543272727272727,1225,0.04720853858784902,0.04720853858784902
521,"Grand Rapids, MI","New York City, NY (Metropolitan Area)","['(47.925705', ' -97.036068)']","['(40.123164', ' -75.333718)']",656,237.07,$236.77 ,DL,0.3613871951219512,339,656,285.66,$245.84 ,DL,0.43545731707317076,313,-0.17009731849051324,-0.1700973184905133
522,"San Antonio, TX","San Francisco, CA (Metropolitan Area)","['(29.425173', ' -98.494599)']","['(37.78008', ' -122.420168)']",1482,272.07,$243.45 ,WN,0.183582995951417,488,1482,277.42,$259.21 ,WN,0.18719298245614036,455,-0.019284838872467788,-0.01928483887246782
523,"Dallas/Fort Worth, TX","Des Moines, IA","['(40.11086', ' -77.035636)']","['(41.588822', ' -93.620309)']",624,242.22,$173.93 ,UA,0.3881730769230769,211,624,265.05,$215.22 ,UA,0.42475961538461543,195,-0.0861346915676289,-0.08613469156762879
524,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC","['(34.052238', ' -118.243344)']","['(42.673348', ' -72.179683)']",2239,298.62,$276.99 ,WN,0.13337204108977221,975,2238,274.39,$243.21 ,WN,0.12260500446827524,916,0.08781889995593944,0.0883049673821933
525,"Los Angeles, CA (Metropolitan Area)","Richmond, VA","['(34.052238', ' -118.243344)']","['(37.540759', ' -77.433932)']",2305,352.2,$239.88 ,WN,0.15279826464208243,278,2305,328.18,$255.15 ,WN,0.1423774403470716,243,0.0731915412273752,0.07319154122737516
526,"Reno, NV","San Francisco, CA (Metropolitan Area)","['(30.177159', ' -95.162771)']","['(37.78008', ' -122.420168)']",192,140.72,$110.44 ,WN,0.7329166666666667,398,192,169.08,$127.63 ,WN,0.8806250000000001,215,-0.1677312514785901,-0.16773125147859008
527,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)","['(30.325968', ' -81.65676)']","['(34.052238', ' -118.243344)']",2153,334.96,$271.68 ,WN,0.1555782628889921,317,2153,324.63,$289.24 ,WN,0.1507803065490014,341,0.031820842189569556,0.03182084218956961
528,"Austin, TX","Minneapolis/St. Paul, MN","['(30.264979', ' -97.746598)']","['(44.977479', ' -93.264346)']",1042,275.91,$268.55 ,WN,0.26478886756238007,418,1042,294.53,$221.98 ,WN,0.28265834932821493,368,-0.06321936644823932,-0.0632193664482394
529,"Columbus, OH","San Diego, CA","['(39.962649', ' -82.996216)']","['(32.71576', ' -117.163817)']",1964,276.66,$265.50 ,WN,0.1408655804480652,203,1964,271.12,$254.21 ,WN,0.1380448065173116,204,0.020433756270286364,0.020433756270286294
530,"Chicago, IL","San Francisco, CA (Metropolitan Area)","['(41.775002', ' -87.696388)']","['(37.78008', ' -122.420168)']",1855,262.42,$243.50 ,WN,0.14146630727762805,5381,1855,231.95,$207.66 ,WN,0.12504043126684636,5720,0.1313645182151327,0.1313645182151327
531,"Las Vegas, NV","Wichita, KS","['(36.169202', ' -115.140597)']","['(39.960481', ' -75.605214)']",986,150.02,$89.29 ,G4,0.1521501014198783,236,986,140.68,$89.24 ,G4,0.14267748478701825,271,0.06639181120272973,0.06639181120272962
532,"Chicago, IL","Indianapolis, IN","['(41.775002', ' -87.696388)']","['(39.76845', ' -86.156212)']",177,168.01,$133.91 ,WN,0.9492090395480225,305,177,180.17,$139.32 ,WN,1.017909604519774,277,-0.06749181328745081,-0.06749181328745073
533,"Jacksonville, FL","Philadelphia, PA","['(30.325968', ' -81.65676)']","['(39.951061', ' -75.16562)']",742,292.68,$201.03 ,WN,0.3944474393530997,323,742,241.77,$176.09 ,WN,0.32583557951482484,382,0.21057203126938812,0.21057203126938823
534,"Las Vegas, NV","San Diego, CA","['(36.169202', ' -115.140597)']","['(32.71576', ' -117.163817)']",258,128.45,$120.31 ,DL,0.49786821705426354,1503,258,137.99,$76.33 ,DL,0.5348449612403101,1317,-0.0691354445974347,-0.06913544459743474
535,"Minneapolis/St. Paul, MN","Nashville, TN","['(44.977479', ' -93.264346)']","['(36.166687', ' -86.779932)']",695,250.41,$194.32 ,WN,0.3603021582733813,511,695,293.38,$235.83 ,WN,0.42212949640287767,397,-0.14646533506033124,-0.1464653350603313
536,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)","['(30.406931', ' -87.217578)']","['(37.78008', ' -122.420168)']",668,171.14,$170.42 ,WN,0.25619760479041914,3909,668,166.89,$161.05 ,WN,0.24983532934131736,3938,0.025465875726526407,0.025465875726526456
537,"Denver, CO","Las Vegas, NV","['(39.738453', ' -104.984853)']","['(36.169202', ' -115.140597)']",628,128.57,$91.22 ,F9,0.2047292993630573,2526,628,135.79,$83.38 ,F9,0.21622611464968153,2469,-0.05317033654908321,-0.05317033654908314
538,"Austin, TX","Miami, FL (Metropolitan Area)","['(30.264979', ' -97.746598)']","['(44.977479', ' -93.264346)']",1105,183.51,$157.54 ,B6,0.16607239819004524,766,1105,160.9,$136.27 ,B6,0.1456108597285068,755,0.14052206339341194,0.14052206339341197
539,"Seattle, WA","Tampa, FL (Metropolitan Area)","['(47.603229', ' -122.33028)']","['(37.8606', ' -78.804199)']",2520,281.33,$248.67 ,WN,0.11163888888888888,524,2520,270.35,$250.76 ,WN,0.10728174603174605,506,0.0406140188644348,0.040614018864434845
540,"Denver, CO","Richmond, VA","['(39.738453', ' -104.984853)']","['(37.540759', ' -77.433932)']",1482,296.98,$229.90 ,WN,0.20039136302294197,204,1482,288.66,$245.84 ,WN,0.19477732793522268,196,0.02882283655511672,0.02882283655511672
541,"Denver, CO","Detroit, MI","['(39.738453', ' -104.984853)']","['(42.332916', ' -83.047853)']",1123,174.48,$82.62 ,NK,0.15536954585930543,1311,1123,173.44,$90.45 ,NK,0.15444345503116652,1211,0.005996309963099602,0.005996309963099585
542,"Las Vegas, NV","Orlando, FL","['(36.169202', ' -115.140597)']","['(28.538331', ' -81.378879)']",2039,204.49,$114.60 ,F9,0.1002893575282001,1200,2039,199.93,$130.23 ,F9,0.09805296714075527,1116,0.022807982793977943,0.022807982793977902
543,"Columbus, OH","Houston, TX","['(39.962649', ' -82.996216)']","['(29.760803', ' -95.369506)']",1001,336.98,$267.47 ,WN,0.33664335664335665,262,1001,345.85,$273.82 ,WN,0.3455044955044955,284,-0.02564695677316759,-0.02564695677316757
544,"Colorado Springs, CO","Washington, DC (Metropolitan Area)","['(38.835224', ' -104.819798)']","['(38.892062', ' -77.019912)']",1503,328.22,$314.40 ,UA,0.2183765801729874,185,1503,302.97,$287.29 ,UA,0.20157684630738526,210,0.0833415849754101,0.0833415849754101
545,"Richmond, VA","Tampa, FL (Metropolitan Area)","['(37.540759', ' -77.433932)']","['(37.8606', ' -78.804199)']",731,189.65,$89.78 ,G4,0.2594391244870041,226,731,174.53,$73.95 ,G4,0.23875512995896034,212,0.08663267060104284,0.08663267060104282
546,"Fort Myers, FL","Hartford, CT","['(40.253979', ' -103.801495)']","['(41.765775', ' -72.673356)']",1180,212.92,$192.81 ,WN,0.1804406779661017,388,1180,197.18,$189.01 ,WN,0.16710169491525426,387,0.07982554011563026,0.07982554011563028
547,"Charleston, SC","New York City, NY (Metropolitan Area)","['(32.77647', ' -79.931027)']","['(40.123164', ' -75.333718)']",677,192.39,$170.96 ,B6,0.2841802067946824,1484,677,175.1,$154.47 ,B6,0.2586410635155096,1464,0.09874357509994296,0.09874357509994285
548,"Orlando, FL","Richmond, VA","['(28.538331', ' -81.378879)']","['(37.540759', ' -77.433932)']",667,184.5,$168.10 ,WN,0.2766116941529235,448,667,166.28,$149.86 ,WN,0.2492953523238381,408,0.10957421217223949,0.10957421217223959
549,"Cleveland, OH (Metropolitan Area)","Denver, CO","['(41.505546', ' -81.6915)']","['(39.738453', ' -104.984853)']",1224,180.6,$96.25 ,F9,0.14754901960784314,719,1224,198.01,$117.38 ,F9,0.16177287581699346,688,-0.0879248522801878,-0.08792485228018786
550,"Charlotte, NC","San Diego, CA","['(35.222936', ' -80.840161)']","['(32.71576', ' -117.163817)']",2077,309.48,$171.09 ,F9,0.14900337024554647,355,2077,321.42,$275.00 ,F9,0.15475204622051036,316,-0.03714765727086059,-0.03714765727086055
551,"Atlanta, GA (Metropolitan Area)","Little Rock, AR","['(33.748547', ' -84.391502)']","['(34.748745', ' -92.275105)']",453,280.6,$232.34 ,WN,0.6194260485651215,216,453,274.16,$204.21 ,WN,0.6052097130242826,202,0.023489932885906114,0.02348993288590603
552,"Memphis, TN","Tampa, FL (Metropolitan Area)","['(35.143378', ' -90.052136)']","['(37.8606', ' -78.804199)']",655,161.99,$80.19 ,G4,0.24731297709923666,284,655,175.39,$78.01 ,G4,0.2677709923664122,236,-0.07640116312218478,-0.07640116312218471
553,"Houston, TX","Raleigh/Durham, NC","['(29.760803', ' -95.369506)']","['(42.673348', ' -72.179683)']",1050,219.01,$205.16 ,WN,0.20858095238095237,473,1050,259.16,$232.50 ,WN,0.24681904761904763,473,-0.15492359932088295,-0.15492359932088298
554,"New Orleans, LA","San Francisco, CA (Metropolitan Area)","['(29.950621', ' -90.074948)']","['(37.78008', ' -122.420168)']",1911,288.68,$267.07 ,WN,0.15106227106227108,979,1911,291.93,$257.31 ,WN,0.15276295133437992,993,-0.011132805809611904,-0.011132805809611892
555,"Birmingham, AL","Houston, TX","['(33.522859', ' -86.807705)']","['(29.760803', ' -95.369506)']",570,250.49,$238.67 ,WN,0.4394561403508772,268,570,238.69,$224.90 ,WN,0.41875438596491227,296,0.049436507604005274,0.049436507604005246
556,"Austin, TX","Seattle, WA","['(30.264979', ' -97.746598)']","['(47.603229', ' -122.33028)']",1770,222.76,$208.00 ,UA,0.12585310734463276,826,1770,214.97,$197.64 ,UA,0.12145197740112994,762,0.03623761455086753,0.036237614550867527
557,"Dayton, OH","New York City, NY (Metropolitan Area)","['(39.760982', ' -84.192203)']","['(40.123164', ' -75.333718)']",590,190.48,$179.12 ,DL,0.32284745762711864,284,590,217.03,$206.52 ,DL,0.3678474576271186,291,-0.12233331797447354,-0.12233331797447362
558,"Charlotte, NC","Columbus, OH","['(35.222936', ' -80.840161)']","['(39.962649', ' -82.996216)']",347,260.46,$211.26 ,WN,0.7506051873198847,215,347,271.47,$214.72 ,WN,0.7823342939481269,198,-0.04055696762073178,-0.04055696762073174
559,"Atlanta, GA (Metropolitan Area)","Memphis, TN","['(33.748547', ' -84.391502)']","['(35.143378', ' -90.052136)']",332,274.82,$274.68 ,DL,0.8277710843373494,400,332,252.63,$77.13 ,DL,0.760933734939759,385,0.0878359656414519,0.08783596564145192
560,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)","['(33.748547', ' -84.391502)']","['(38.892062', ' -77.019912)']",577,175.9,$136.21 ,WN,0.3048526863084922,5583,577,170.37,$132.24 ,WN,0.2952686308492201,5473,0.032458766214709174,0.03245876621470917
561,"Atlanta, GA (Metropolitan Area)","Seattle, WA","['(33.748547', ' -84.391502)']","['(47.603229', ' -122.33028)']",2182,319.56,$275.21 ,AS,0.14645279560036664,1201,2182,283.84,$251.75 ,AS,0.13008249312557285,1215,0.12584554678692242,0.1258455467869223
562,"Buffalo, NY","Las Vegas, NV","['(39.945422', ' -78.64671)']","['(36.169202', ' -115.140597)']",1986,268.54,$252.93 ,UA,0.13521651560926487,456,1986,247.64,$220.93 ,UA,0.12469284994964752,544,0.08439670489420148,0.0843967048942014
563,"Denver, CO","Phoenix, AZ","['(39.738453', ' -104.984853)']","['(30.406931', ' -87.217578)']",602,121.2,$114.59 ,AA,0.20132890365448505,3254,602,126.26,$109.97 ,AA,0.209734219269103,2985,-0.04007603358149848,-0.04007603358149851
564,"Hartford, CT","Washington, DC (Metropolitan Area)","['(41.765775', ' -72.673356)']","['(38.892062', ' -77.019912)']",326,143.42,$126.56 ,B6,0.43993865030674845,1209,326,159.21,$125.09 ,B6,0.4883742331288344,1236,-0.09917718736260293,-0.09917718736260298
565,"Dallas/Fort Worth, TX","Philadelphia, PA","['(40.11086', ' -77.035636)']","['(39.951061', ' -75.16562)']",1303,236.87,$93.97 ,NK,0.18178818112049117,1677,1303,230.85,$183.40 ,NK,0.177168073676132,1574,0.026077539527831935,0.02607753952783197
566,"Boston, MA (Metropolitan Area)","Columbus, OH","['(42.358894', ' -71.056742)']","['(39.962649', ' -82.996216)']",640,200.51,$174.91 ,WN,0.313296875,705,640,177.03,$153.77 ,WN,0.276609375,751,0.1326328870812856,0.1326328870812856
567,"Houston, TX","Kansas City, MO","['(29.760803', ' -95.369506)']","['(39.099792', ' -94.578559)']",666,215.75,$206.69 ,WN,0.32394894894894893,596,666,214.4,$207.17 ,WN,0.3219219219219219,656,0.006296641791044712,0.006296641791044749
568,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)","['(44.977479', ' -93.264346)']","['(37.8606', ' -78.804199)']",1306,206.54,$87.48 ,NK,0.15814701378254212,732,1306,201.39,$178.22 ,NK,0.15420367534456353,764,0.025572272704702505,0.02557227270470235
569,"Austin, TX","Washington, DC (Metropolitan Area)","['(30.264979', ' -97.746598)']","['(38.892062', ' -77.019912)']",1342,264.77,$266.20 ,UA,0.1972950819672131,1363,1342,281.58,$265.46 ,UA,0.20982116244411325,1269,-0.05969884224731872,-0.059698842247318716
570,"Detroit, MI","New Orleans, LA","['(42.332916', ' -83.047853)']","['(29.950621', ' -90.074948)']",926,190.44,$99.08 ,NK,0.205658747300216,515,926,184.32,$90.14 ,NK,0.19904967602591792,457,0.03320312500000011,0.03320312500000003
571,"Fresno, CA","San Diego, CA","['(36.731654', ' -119.785856)']","['(32.71576', ' -117.163817)']",314,137.3,$134.71 ,AS,0.4372611464968153,233,314,127.43,$125.30 ,AS,0.405828025477707,232,0.07745428862905124,0.07745428862905128
572,"Chicago, IL","Savannah, GA","['(41.775002', ' -87.696388)']","['(40.115007', ' -111.654713)']",773,322.28,$305.82 ,AA,0.41692108667529104,188,773,296.13,$271.65 ,AA,0.3830918499353169,208,0.08830581163678114,0.08830581163678107
573,"Las Vegas, NV","Reno, NV","['(36.169202', ' -115.140597)']","['(30.177159', ' -95.162771)']",345,168.47,$70.33 ,G4,0.48831884057971015,1061,345,164.22,$64.02 ,G4,0.476,1082,0.025879917184265057,0.025879917184265012
574,"Nashville, TN","Orlando, FL","['(36.166687', ' -86.779932)']","['(28.538331', ' -81.378879)']",616,167.31,$87.88 ,F9,0.2716071428571429,1070,616,164.32,$81.78 ,F9,0.26675324675324674,937,0.018196202531645698,0.018196202531645625
575,"Los Angeles, CA (Metropolitan Area)","Louisville, KY","['(34.052238', ' -118.243344)']","['(38.256078', ' -85.751569)']",1843,352.23,$295.75 ,WN,0.19111774281063484,310,1842,346.32,$304.31 ,WN,0.1880130293159609,321,0.01651328903092347,0.017065142065142137
576,"Kansas City, MO","New York City, NY (Metropolitan Area)","['(39.099792', ' -94.578559)']","['(40.123164', ' -75.333718)']",1148,237.01,$210.71 ,AA,0.2064547038327526,1254,1148,232.13,$197.52 ,AA,0.20220383275261325,1263,0.021022702795847073,0.021022702795847135
577,"Miami, FL (Metropolitan Area)","Pittsburgh, PA","['(44.977479', ' -93.264346)']","['(40.442169', ' -79.994945)']",1013,155.38,$132.21 ,B6,0.15338598223099703,945,1013,154.44,$131.68 ,B6,0.15245804540967423,840,0.0060865060865061,0.006086506086506072
578,"Austin, TX","Los Angeles, CA (Metropolitan Area)","['(30.264979', ' -97.746598)']","['(34.052238', ' -118.243344)']",1242,204.0,$176.01 ,B6,0.1642512077294686,2108,1242,217.32,$178.10 ,B6,0.17497584541062802,1866,-0.06129210381004967,-0.06129210381004967
579,"Los Angeles, CA (Metropolitan Area)","Portland, OR","['(34.052238', ' -118.243344)']","['(45.516018', ' -122.681425)']",859,132.92,$125.51 ,WN,0.1547380675203725,5315,859,130.3,$112.79 ,WN,0.15168800931315485,4805,0.020107444359170872,0.02010744435917096
580,"Sacramento, CA","Seattle, WA","['(38.582087', ' -121.50012)']","['(47.603229', ' -122.33028)']",605,156.21,$153.19 ,AS,0.25819834710743805,1489,605,129.02,$126.99 ,AS,0.21325619834710746,1581,0.21074252053945128,0.21074252053945122
581,"Eugene, OR","Los Angeles, CA (Metropolitan Area)","['(37.533089', ' -75.823024)']","['(34.052238', ' -118.243344)']",776,173.26,$87.49 ,G4,0.22327319587628866,365,776,151.62,$81.40 ,G4,0.19538659793814434,381,0.1427252341379765,0.14272523413797641
582,"Dallas/Fort Worth, TX","El Paso, TX","['(40.11086', ' -77.035636)']","['(31.76006', ' -106.492257)']",562,228.35,$220.29 ,WN,0.40631672597864765,637,562,234.14,$225.20 ,WN,0.4166192170818505,643,-0.024728794738190858,-0.024728794738190795
583,"Minneapolis/St. Paul, MN","Phoenix, AZ","['(44.977479', ' -93.264346)']","['(30.406931', ' -87.217578)']",1276,155.69,$133.12 ,SY,0.1220141065830721,2089,1276,150.06,$111.23 ,SY,0.11760188087774295,2064,0.03751832600293211,0.03751832600293213
584,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX","['(41.505546', ' -81.6915)']","['(40.11086', ' -77.035636)']",1023,221.2,$85.39 ,NK,0.21622678396871944,677,1023,192.15,$84.22 ,NK,0.18782991202346042,744,0.1511839708561019,0.1511839708561019
585,"Las Vegas, NV","Nashville, TN","['(36.169202', ' -115.140597)']","['(36.166687', ' -86.779932)']",1587,254.68,$168.27 ,F9,0.16047889098928797,581,1587,273.86,$151.13 ,F9,0.1725645872715816,554,-0.07003578470751481,-0.07003578470751481
586,"Albany, NY","Miami, FL (Metropolitan Area)","['(42.651242', ' -73.755418)']","['(44.977479', ' -93.264346)']",1225,155.89,$137.93 ,B6,0.12725714285714285,500,1225,157.41,$140.79 ,B6,0.12849795918367346,471,-0.009656311543104009,-0.00965631154310406
587,"Nashville, TN","Salt Lake City, UT","['(36.166687', ' -86.779932)']","['(40.758478', ' -111.888142)']",1404,295.52,$280.30 ,WN,0.21048433048433046,217,1404,292.62,$253.44 ,WN,0.20841880341880342,199,0.009910464083111078,0.009910464083111125
588,"Houston, TX","Portland, OR","['(29.760803', ' -95.369506)']","['(45.516018', ' -122.681425)']",1843,275.9,$237.29 ,WN,0.14970157352143243,462,1843,296.65,$258.02 ,WN,0.16096039066739012,391,-0.06994774987358851,-0.06994774987358841
589,"Kansas City, MO","Raleigh/Durham, NC","['(39.099792', ' -94.578559)']","['(42.673348', ' -72.179683)']",904,248.46,$241.35 ,WN,0.27484513274336286,219,904,265.2,$256.47 ,WN,0.29336283185840706,200,-0.06312217194570119,-0.06312217194570129
590,"Palm Springs, CA","Seattle, WA","['(33.830302', ' -116.546843)']","['(47.603229', ' -122.33028)']",987,196.76,$167.04 ,UA,0.1993515704154002,523,987,178.3,$158.92 ,UA,0.1806484295845998,486,0.10353337072349957,0.1035333707234996
591,"Chicago, IL","Fayetteville, AR","['(41.775002', ' -87.696388)']","['(36.061928', ' -94.160583)']",522,360.34,$347.83 ,AA,0.6903065134099616,206,522,339.5,$327.65 ,AA,0.6503831417624522,207,0.061384388807069055,0.061384388807069146
592,"Kansas City, MO","Tampa, FL (Metropolitan Area)","['(39.099792', ' -94.578559)']","['(37.8606', ' -78.804199)']",1048,188.66,$79.72 ,G4,0.18001908396946564,484,1048,198.32,$76.31 ,G4,0.18923664122137404,461,-0.04870915691811215,-0.048709156918112125
593,"Portland, OR","Seattle, WA","['(45.516018', ' -122.681425)']","['(47.603229', ' -122.33028)']",129,145.92,$145.22 ,AS,1.1311627906976742,819,129,140.28,$133.39 ,AS,1.0874418604651164,775,0.040205303678357306,0.04020530367835747
594,"Des Moines, IA","Las Vegas, NV","['(41.588822', ' -93.620309)']","['(36.169202', ' -115.140597)']",1216,159.28,$110.11 ,G4,0.13098684210526315,377,1216,155.99,$104.54 ,G4,0.12828125,358,0.02109109558305004,0.021091095583050144
595,"Memphis, TN","Washington, DC (Metropolitan Area)","['(35.143378', ' -90.052136)']","['(38.892062', ' -77.019912)']",787,220.81,$184.06 ,WN,0.280571791613723,670,787,204.62,$170.93 ,WN,0.26,644,0.07912227543739603,0.07912227543739614
596,"New York City, NY (Metropolitan Area)","Syracuse, NY","['(40.123164', ' -75.333718)']","['(43.047945', ' -76.147448)']",223,158.12,$144.30 ,B6,0.7090582959641256,341,223,166.99,$162.73 ,B6,0.7488340807174888,327,-0.05311695311096467,-0.05311695311096475
597,"Indianapolis, IN","Portland, OR","['(39.76845', ' -86.156212)']","['(45.516018', ' -122.681425)']",1877,286.86,$271.21 ,WN,0.15282898241875334,185,1877,294.2,$270.14 ,WN,0.1567394778902504,178,-0.02494901427600259,-0.024949014276002636
